EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
932278,EAST BAY HILLS AND THE DIABLO RANGE (ZONE), ,01/19/2021,820,Strong Wind,43.00, ,0,0,0,0,CA,PST-8,MG,154672,Z,511,MTR,0,0,Mesonet, , , , , , , , ,01/19/2021,1250, , , , ,"Mesonet station (PG&E) at Diablo-Blackhawk measured gusts between 45 and 60 mph.","A rare winter time offshore wind event affected the Greater Bay Area in mid to late January. It was unusual given the long duration and wide areal coverage as well as the time of year. An upper level disturbance passed over the region the 17th-18th leading to a tightening offshore pressure gradient before a second and stronger disturbance the 18th-19th tightened it further. This lead to two bursts of strong offshore winds. Higher elevations across the region reported gusts between 60 and 80 mph with two sites reaching 90. Lower elevations also were notably in excess of 40 mph. These winds resulted in tree damage, downed trees, and downed powerlines causing power outages. This all led to a rare January Red Flag Warning for Monterey and San Benito counties where fuels remained dry from lack of rainfall. Roughly a dozen small fires broke out in the Santa Cruz Mountains, with two becoming relatively large for January. Full storm summary https://www.weather.gov/mtr/Wind_1_17-19_2021.",353
931898,SAN FRANCISCO BAY SHORELINE (ZONE), ,01/19/2021,842,Strong Wind,40.00, ,0,0,0,0,CA,PST-8,EG,154672,Z,508,MTR,0,0,Public, , , , , , , , ,01/19/2021,852, , , , ,"Large pine tree snapped at fork and fell on a fence at Berkeley View Reservoir.","A rare winter time offshore wind event affected the Greater Bay Area in mid to late January. It was unusual given the long duration and wide areal coverage as well as the time of year. An upper level disturbance passed over the region the 17th-18th leading to a tightening offshore pressure gradient before a second and stronger disturbance the 18th-19th tightened it further. This lead to two bursts of strong offshore winds. Higher elevations across the region reported gusts between 60 and 80 mph with two sites reaching 90. Lower elevations also were notably in excess of 40 mph. These winds resulted in tree damage, downed trees, and downed powerlines causing power outages. This all led to a rare January Red Flag Warning for Monterey and San Benito counties where fuels remained dry from lack of rainfall. Roughly a dozen small fires broke out in the Santa Cruz Mountains, with two becoming relatively large for January. Full storm summary https://www.weather.gov/mtr/Wind_1_17-19_2021.",354
931913,SAN FRANCISCO BAY SHORELINE (ZONE), ,01/19/2021,950,Strong Wind,40.00, ,0,0,0,0,CA,PST-8,EG,154672,Z,508,MTR,0,0,Law Enforcement, , , , , , , , ,01/19/2021,1000, , , , ,"Large tree blocking lane at SB-680 and Washington Blvd.","A rare winter time offshore wind event affected the Greater Bay Area in mid to late January. It was unusual given the long duration and wide areal coverage as well as the time of year. An upper level disturbance passed over the region the 17th-18th leading to a tightening offshore pressure gradient before a second and stronger disturbance the 18th-19th tightened it further. This lead to two bursts of strong offshore winds. Higher elevations across the region reported gusts between 60 and 80 mph with two sites reaching 90. Lower elevations also were notably in excess of 40 mph. These winds resulted in tree damage, downed trees, and downed powerlines causing power outages. This all led to a rare January Red Flag Warning for Monterey and San Benito counties where fuels remained dry from lack of rainfall. Roughly a dozen small fires broke out in the Santa Cruz Mountains, with two becoming relatively large for January. Full storm summary https://www.weather.gov/mtr/Wind_1_17-19_2021.",355
931917,EAST BAY INTERIOR VALLEYS (ZONE), ,01/19/2021,1201,Strong Wind,40.00, ,0,0,0,0,CA,PST-8,EG,154672,Z,510,MTR,0,0,Law Enforcement, , , , , , , , ,01/19/2021,1211, , , , ,"Down tree blocking lane on Parker Ave at 7th St.","A rare winter time offshore wind event affected the Greater Bay Area in mid to late January. It was unusual given the long duration and wide areal coverage as well as the time of year. An upper level disturbance passed over the region the 17th-18th leading to a tightening offshore pressure gradient before a second and stronger disturbance the 18th-19th tightened it further. This lead to two bursts of strong offshore winds. Higher elevations across the region reported gusts between 60 and 80 mph with two sites reaching 90. Lower elevations also were notably in excess of 40 mph. These winds resulted in tree damage, downed trees, and downed powerlines causing power outages. This all led to a rare January Red Flag Warning for Monterey and San Benito counties where fuels remained dry from lack of rainfall. Roughly a dozen small fires broke out in the Santa Cruz Mountains, with two becoming relatively large for January. Full storm summary https://www.weather.gov/mtr/Wind_1_17-19_2021.",356
931919,SAN FRANCISCO BAY SHORELINE (ZONE), ,01/19/2021,1221,Strong Wind,40.00, ,0,0,0,0,CA,PST-8,EG,154672,Z,508,MTR,0,0,Law Enforcement, , , , , , , , ,01/19/2021,1231, , , , ,"Down evergreen tree blocking off ramp on I-680 S and Jacklin Rd.","A rare winter time offshore wind event affected the Greater Bay Area in mid to late January. It was unusual given the long duration and wide areal coverage as well as the time of year. An upper level disturbance passed over the region the 17th-18th leading to a tightening offshore pressure gradient before a second and stronger disturbance the 18th-19th tightened it further. This lead to two bursts of strong offshore winds. Higher elevations across the region reported gusts between 60 and 80 mph with two sites reaching 90. Lower elevations also were notably in excess of 40 mph. These winds resulted in tree damage, downed trees, and downed powerlines causing power outages. This all led to a rare January Red Flag Warning for Monterey and San Benito counties where fuels remained dry from lack of rainfall. Roughly a dozen small fires broke out in the Santa Cruz Mountains, with two becoming relatively large for January. Full storm summary https://www.weather.gov/mtr/Wind_1_17-19_2021.",357
931920,SAN FRANCISCO BAY SHORELINE (ZONE), ,01/19/2021,1349,Strong Wind,40.00, ,0,0,500,0,CA,PST-8,EG,154672,Z,508,MTR,0,0,Public, , , , , , , , ,01/19/2021,1359, , , , ,"Scaffolding was blown off a building.","A rare winter time offshore wind event affected the Greater Bay Area in mid to late January. It was unusual given the long duration and wide areal coverage as well as the time of year. An upper level disturbance passed over the region the 17th-18th leading to a tightening offshore pressure gradient before a second and stronger disturbance the 18th-19th tightened it further. This lead to two bursts of strong offshore winds. Higher elevations across the region reported gusts between 60 and 80 mph with two sites reaching 90. Lower elevations also were notably in excess of 40 mph. These winds resulted in tree damage, downed trees, and downed powerlines causing power outages. This all led to a rare January Red Flag Warning for Monterey and San Benito counties where fuels remained dry from lack of rainfall. Roughly a dozen small fires broke out in the Santa Cruz Mountains, with two becoming relatively large for January. Full storm summary https://www.weather.gov/mtr/Wind_1_17-19_2021.",358
944090,EAST BAY INTERIOR VALLEYS (ZONE), ,01/26/2021,400,Frost/Freeze, , ,0,0,0,0,CA,PST-8, ,156359,Z,510,MTR,0,0,Mesonet, , , , , , , , ,01/26/2021,800, , , , ,"San Ramon CARB station reported temperatures between 26 and 28 degrees.","A quick moving cold front swept through the region into the morning of the 25th bringing gusty northwest winds to coastal areas. Gusts of 40-50 mph were observed along the coast. This system also brought showers and lowering snow levels. In the wake of the front on the 25th as winds calmed and colder air settled in, overnight temperatures dropped in the valleys into the mid to upper 20s.",359
944089,EAST BAY INTERIOR VALLEYS (ZONE), ,01/26/2021,530,Frost/Freeze, , ,0,0,0,0,CA,PST-8, ,156359,Z,510,MTR,0,0,RAWS, , , , , , , , ,01/26/2021,730, , , , ,"Livermore Fire Department reported 28 degree temperatures.","A quick moving cold front swept through the region into the morning of the 25th bringing gusty northwest winds to coastal areas. Gusts of 40-50 mph were observed along the coast. This system also brought showers and lowering snow levels. In the wake of the front on the 25th as winds calmed and colder air settled in, overnight temperatures dropped in the valleys into the mid to upper 20s.",360
933833,SAN FRANCISCO BAY SHORELINE (ZONE), ,01/26/2021,1900,Strong Wind,43.00, ,0,0,0,0,CA,PST-8,MG,154756,Z,508,MTR,0,0,Mesonet, , , , , , , , ,01/26/2021,2300, , , , ,"Multiple stations reported gusts between 45-55 mph with a peak gust of 66 mph.","A plume of moisture from the tropical Pacific brought an Atmospheric River to the Bay Area January 26th-29th. This system generated heavy rain rates causing flooding and debris flows over area burn scars as well as 15 to 20 inches of rain in the Santa Lucia Mountains. Mudflows near the River Fire burn scar in Monterey County caused damage to homes, covered roadways, and trapped animals at local ranches. Debris flows near the Dolan Fire burn scar caused an entire section of Highway 1 near Rat Creek to collapse into the Pacific Ocean. This was an unusually cold system for an Atmospheric River resulting in lower snow levels and allowing for accumulating snow as low as 1300 feet in elevation. Additionally, strong south to southeast winds gusted to 60-70 mph across area peaks with Mt Diablo reaching 80 mph. Valley locations were gusting up to 40 mph. Numerous trees fell across the region including into homes and onto cars. Multiple power outages were also reported. It is estimated that the storm caused millions of dollars in damage across Santa Cruz County https://www.ksbw.com/article/emergency-declaration-made-in-santa-cruz-county-for-millions-in-damages/35400060.  Full storm summary https://www.weather.gov/mtr/AtmosphericRiver_1_26-29_2021.",361
935833,EAST BAY HILLS AND THE DIABLO RANGE (ZONE), ,01/26/2021,1918,Strong Wind,43.00, ,0,0,0,0,CA,PST-8,MG,154756,Z,511,MTR,0,0,RAWS, , , , , , , , ,01/27/2021,318, , , , ,"Calaveras Road measured gusts in excess of 50 mph with a peak gust of 69 mph.","A plume of moisture from the tropical Pacific brought an Atmospheric River to the Bay Area January 26th-29th. This system generated heavy rain rates causing flooding and debris flows over area burn scars as well as 15 to 20 inches of rain in the Santa Lucia Mountains. Mudflows near the River Fire burn scar in Monterey County caused damage to homes, covered roadways, and trapped animals at local ranches. Debris flows near the Dolan Fire burn scar caused an entire section of Highway 1 near Rat Creek to collapse into the Pacific Ocean. This was an unusually cold system for an Atmospheric River resulting in lower snow levels and allowing for accumulating snow as low as 1300 feet in elevation. Additionally, strong south to southeast winds gusted to 60-70 mph across area peaks with Mt Diablo reaching 80 mph. Valley locations were gusting up to 40 mph. Numerous trees fell across the region including into homes and onto cars. Multiple power outages were also reported. It is estimated that the storm caused millions of dollars in damage across Santa Cruz County https://www.ksbw.com/article/emergency-declaration-made-in-santa-cruz-county-for-millions-in-damages/35400060.  Full storm summary https://www.weather.gov/mtr/AtmosphericRiver_1_26-29_2021.",362
935827,EAST BAY HILLS AND THE DIABLO RANGE (ZONE), ,01/26/2021,2000,Strong Wind,39.00, ,0,0,0,0,CA,PST-8,MG,154756,Z,511,MTR,0,0,Mesonet, , , , , , , , ,01/27/2021,30, , , , ,"Mesonet (PG&E) at Grizzly Peak Blvd reported gusts between 45 and 50 mph.","A plume of moisture from the tropical Pacific brought an Atmospheric River to the Bay Area January 26th-29th. This system generated heavy rain rates causing flooding and debris flows over area burn scars as well as 15 to 20 inches of rain in the Santa Lucia Mountains. Mudflows near the River Fire burn scar in Monterey County caused damage to homes, covered roadways, and trapped animals at local ranches. Debris flows near the Dolan Fire burn scar caused an entire section of Highway 1 near Rat Creek to collapse into the Pacific Ocean. This was an unusually cold system for an Atmospheric River resulting in lower snow levels and allowing for accumulating snow as low as 1300 feet in elevation. Additionally, strong south to southeast winds gusted to 60-70 mph across area peaks with Mt Diablo reaching 80 mph. Valley locations were gusting up to 40 mph. Numerous trees fell across the region including into homes and onto cars. Multiple power outages were also reported. It is estimated that the storm caused millions of dollars in damage across Santa Cruz County https://www.ksbw.com/article/emergency-declaration-made-in-santa-cruz-county-for-millions-in-damages/35400060.  Full storm summary https://www.weather.gov/mtr/AtmosphericRiver_1_26-29_2021.",363
932420,SAN FRANCISCO BAY SHORELINE (ZONE), ,01/26/2021,2040,Strong Wind,40.00, ,0,0,0,0,CA,PST-8,EG,154756,Z,508,MTR,0,0,Law Enforcement, , , , , , , , ,01/26/2021,2050, , , , ,"Large tree down at SR-92 E and Clawiter Rd on ramp.","A plume of moisture from the tropical Pacific brought an Atmospheric River to the Bay Area January 26th-29th. This system generated heavy rain rates causing flooding and debris flows over area burn scars as well as 15 to 20 inches of rain in the Santa Lucia Mountains. Mudflows near the River Fire burn scar in Monterey County caused damage to homes, covered roadways, and trapped animals at local ranches. Debris flows near the Dolan Fire burn scar caused an entire section of Highway 1 near Rat Creek to collapse into the Pacific Ocean. This was an unusually cold system for an Atmospheric River resulting in lower snow levels and allowing for accumulating snow as low as 1300 feet in elevation. Additionally, strong south to southeast winds gusted to 60-70 mph across area peaks with Mt Diablo reaching 80 mph. Valley locations were gusting up to 40 mph. Numerous trees fell across the region including into homes and onto cars. Multiple power outages were also reported. It is estimated that the storm caused millions of dollars in damage across Santa Cruz County https://www.ksbw.com/article/emergency-declaration-made-in-santa-cruz-county-for-millions-in-damages/35400060.  Full storm summary https://www.weather.gov/mtr/AtmosphericRiver_1_26-29_2021.",364
932422,SAN FRANCISCO BAY SHORELINE (ZONE), ,01/26/2021,2045,Strong Wind,40.00, ,0,0,0,0,CA,PST-8,EG,154756,Z,508,MTR,0,0,Law Enforcement, , , , , , , , ,01/26/2021,2055, , , , ,"Tree down, 40 feet long, blocking lanes on I-680 S and Calaveras Blvd off ramp.","A plume of moisture from the tropical Pacific brought an Atmospheric River to the Bay Area January 26th-29th. This system generated heavy rain rates causing flooding and debris flows over area burn scars as well as 15 to 20 inches of rain in the Santa Lucia Mountains. Mudflows near the River Fire burn scar in Monterey County caused damage to homes, covered roadways, and trapped animals at local ranches. Debris flows near the Dolan Fire burn scar caused an entire section of Highway 1 near Rat Creek to collapse into the Pacific Ocean. This was an unusually cold system for an Atmospheric River resulting in lower snow levels and allowing for accumulating snow as low as 1300 feet in elevation. Additionally, strong south to southeast winds gusted to 60-70 mph across area peaks with Mt Diablo reaching 80 mph. Valley locations were gusting up to 40 mph. Numerous trees fell across the region including into homes and onto cars. Multiple power outages were also reported. It is estimated that the storm caused millions of dollars in damage across Santa Cruz County https://www.ksbw.com/article/emergency-declaration-made-in-santa-cruz-county-for-millions-in-damages/35400060.  Full storm summary https://www.weather.gov/mtr/AtmosphericRiver_1_26-29_2021.",365
935825,EAST BAY HILLS AND THE DIABLO RANGE (ZONE), ,01/26/2021,2150,Strong Wind,43.00, ,0,0,0,0,CA,PST-8,MG,154756,Z,511,MTR,0,0,Mesonet, , , , , , , , ,01/27/2021,10, , , , ,"Mesonet (PG&E) on Diablo-Blackhawk reported gusts 50-55 mph.","A plume of moisture from the tropical Pacific brought an Atmospheric River to the Bay Area January 26th-29th. This system generated heavy rain rates causing flooding and debris flows over area burn scars as well as 15 to 20 inches of rain in the Santa Lucia Mountains. Mudflows near the River Fire burn scar in Monterey County caused damage to homes, covered roadways, and trapped animals at local ranches. Debris flows near the Dolan Fire burn scar caused an entire section of Highway 1 near Rat Creek to collapse into the Pacific Ocean. This was an unusually cold system for an Atmospheric River resulting in lower snow levels and allowing for accumulating snow as low as 1300 feet in elevation. Additionally, strong south to southeast winds gusted to 60-70 mph across area peaks with Mt Diablo reaching 80 mph. Valley locations were gusting up to 40 mph. Numerous trees fell across the region including into homes and onto cars. Multiple power outages were also reported. It is estimated that the storm caused millions of dollars in damage across Santa Cruz County https://www.ksbw.com/article/emergency-declaration-made-in-santa-cruz-county-for-millions-in-damages/35400060.  Full storm summary https://www.weather.gov/mtr/AtmosphericRiver_1_26-29_2021.",366
934114,EAST BAY INTERIOR VALLEYS (ZONE), ,01/26/2021,2155,Strong Wind,41.00, ,0,0,0,0,CA,PST-8,MG,154756,Z,510,MTR,0,0,ASOS, , , , , , , , ,01/26/2021,2255, , , , ,"Byron Airport reported sustained winds of 35 mph with gusts 40 to 47 mph.","A plume of moisture from the tropical Pacific brought an Atmospheric River to the Bay Area January 26th-29th. This system generated heavy rain rates causing flooding and debris flows over area burn scars as well as 15 to 20 inches of rain in the Santa Lucia Mountains. Mudflows near the River Fire burn scar in Monterey County caused damage to homes, covered roadways, and trapped animals at local ranches. Debris flows near the Dolan Fire burn scar caused an entire section of Highway 1 near Rat Creek to collapse into the Pacific Ocean. This was an unusually cold system for an Atmospheric River resulting in lower snow levels and allowing for accumulating snow as low as 1300 feet in elevation. Additionally, strong south to southeast winds gusted to 60-70 mph across area peaks with Mt Diablo reaching 80 mph. Valley locations were gusting up to 40 mph. Numerous trees fell across the region including into homes and onto cars. Multiple power outages were also reported. It is estimated that the storm caused millions of dollars in damage across Santa Cruz County https://www.ksbw.com/article/emergency-declaration-made-in-santa-cruz-county-for-millions-in-damages/35400060.  Full storm summary https://www.weather.gov/mtr/AtmosphericRiver_1_26-29_2021.",367
932428,SAN FRANCISCO BAY SHORELINE (ZONE), ,01/26/2021,2330,Strong Wind,40.00, ,0,0,0,0,CA,PST-8,EG,154756,Z,508,MTR,0,0,Public, , , , , , , , ,01/26/2021,2340, , , , ,"Down tree branch in driveway and broken railing in Oakland Hills by 580-W and 13-N.","A plume of moisture from the tropical Pacific brought an Atmospheric River to the Bay Area January 26th-29th. This system generated heavy rain rates causing flooding and debris flows over area burn scars as well as 15 to 20 inches of rain in the Santa Lucia Mountains. Mudflows near the River Fire burn scar in Monterey County caused damage to homes, covered roadways, and trapped animals at local ranches. Debris flows near the Dolan Fire burn scar caused an entire section of Highway 1 near Rat Creek to collapse into the Pacific Ocean. This was an unusually cold system for an Atmospheric River resulting in lower snow levels and allowing for accumulating snow as low as 1300 feet in elevation. Additionally, strong south to southeast winds gusted to 60-70 mph across area peaks with Mt Diablo reaching 80 mph. Valley locations were gusting up to 40 mph. Numerous trees fell across the region including into homes and onto cars. Multiple power outages were also reported. It is estimated that the storm caused millions of dollars in damage across Santa Cruz County https://www.ksbw.com/article/emergency-declaration-made-in-santa-cruz-county-for-millions-in-damages/35400060.  Full storm summary https://www.weather.gov/mtr/AtmosphericRiver_1_26-29_2021.",368
933825,SAN FRANCISCO BAY SHORELINE (ZONE), ,01/27/2021,0,Strong Wind,43.00, ,0,0,0,0,CA,PST-8,MG,154756,Z,508,MTR,0,0,Mesonet, , , , , , , , ,01/27/2021,100, , , , ,"Mesonet site near Berkeley.","A plume of moisture from the tropical Pacific brought an Atmospheric River to the Bay Area January 26th-29th. This system generated heavy rain rates causing flooding and debris flows over area burn scars as well as 15 to 20 inches of rain in the Santa Lucia Mountains. Mudflows near the River Fire burn scar in Monterey County caused damage to homes, covered roadways, and trapped animals at local ranches. Debris flows near the Dolan Fire burn scar caused an entire section of Highway 1 near Rat Creek to collapse into the Pacific Ocean. This was an unusually cold system for an Atmospheric River resulting in lower snow levels and allowing for accumulating snow as low as 1300 feet in elevation. Additionally, strong south to southeast winds gusted to 60-70 mph across area peaks with Mt Diablo reaching 80 mph. Valley locations were gusting up to 40 mph. Numerous trees fell across the region including into homes and onto cars. Multiple power outages were also reported. It is estimated that the storm caused millions of dollars in damage across Santa Cruz County https://www.ksbw.com/article/emergency-declaration-made-in-santa-cruz-county-for-millions-in-damages/35400060.  Full storm summary https://www.weather.gov/mtr/AtmosphericRiver_1_26-29_2021.",369
932358,ALAMEDA CO.,DOUGHERTY,01/28/2021,816,Flood, , ,0,0,0,0,CA,PST-8, ,154756,C,1,MTR,0,0,Law Enforcement,Heavy Rain, , ,2,ESE,2,ESE,DOUGHERTY,01/28/2021,846,37.7129,-121.8792,37.7127,-121.8793,"Roadway flooding 4999 Gleason Dr.","A plume of moisture from the tropical Pacific brought an Atmospheric River to the Bay Area January 26th-29th. This system generated heavy rain rates causing flooding and debris flows over area burn scars as well as 15 to 20 inches of rain in the Santa Lucia Mountains. Mudflows near the River Fire burn scar in Monterey County caused damage to homes, covered roadways, and trapped animals at local ranches. Debris flows near the Dolan Fire burn scar caused an entire section of Highway 1 near Rat Creek to collapse into the Pacific Ocean. This was an unusually cold system for an Atmospheric River resulting in lower snow levels and allowing for accumulating snow as low as 1300 feet in elevation. Additionally, strong south to southeast winds gusted to 60-70 mph across area peaks with Mt Diablo reaching 80 mph. Valley locations were gusting up to 40 mph. Numerous trees fell across the region including into homes and onto cars. Multiple power outages were also reported. It is estimated that the storm caused millions of dollars in damage across Santa Cruz County https://www.ksbw.com/article/emergency-declaration-made-in-santa-cruz-county-for-millions-in-damages/35400060.  Full storm summary https://www.weather.gov/mtr/AtmosphericRiver_1_26-29_2021.",370
932360,ALAMEDA CO.,ALVARADO,01/28/2021,817,Flood, , ,0,0,0,0,CA,PST-8, ,154756,C,1,MTR,0,0,Law Enforcement,Heavy Rain, , ,1,ENE,1,ENE,ALVARADO,01/28/2021,847,37.6066,-122.0613,37.6065,-122.0614,"Flooding at 2434 Whipple Rd, flooding in all lanes.","A plume of moisture from the tropical Pacific brought an Atmospheric River to the Bay Area January 26th-29th. This system generated heavy rain rates causing flooding and debris flows over area burn scars as well as 15 to 20 inches of rain in the Santa Lucia Mountains. Mudflows near the River Fire burn scar in Monterey County caused damage to homes, covered roadways, and trapped animals at local ranches. Debris flows near the Dolan Fire burn scar caused an entire section of Highway 1 near Rat Creek to collapse into the Pacific Ocean. This was an unusually cold system for an Atmospheric River resulting in lower snow levels and allowing for accumulating snow as low as 1300 feet in elevation. Additionally, strong south to southeast winds gusted to 60-70 mph across area peaks with Mt Diablo reaching 80 mph. Valley locations were gusting up to 40 mph. Numerous trees fell across the region including into homes and onto cars. Multiple power outages were also reported. It is estimated that the storm caused millions of dollars in damage across Santa Cruz County https://www.ksbw.com/article/emergency-declaration-made-in-santa-cruz-county-for-millions-in-damages/35400060.  Full storm summary https://www.weather.gov/mtr/AtmosphericRiver_1_26-29_2021.",371
932487,ALAMEDA CO.,MIDWAY,01/28/2021,1540,Debris Flow, , ,0,0,0,0,CA,PST-8, ,154756,C,1,MTR,0,0,Law Enforcement,Heavy Rain, , ,12,S,12,S,MIDWAY,01/28/2021,1610,37.5479,-121.5717,37.5475,-121.5703,"Landslide blocking roadway on MM Mines Rd.","A plume of moisture from the tropical Pacific brought an Atmospheric River to the Bay Area January 26th-29th. This system generated heavy rain rates causing flooding and debris flows over area burn scars as well as 15 to 20 inches of rain in the Santa Lucia Mountains. Mudflows near the River Fire burn scar in Monterey County caused damage to homes, covered roadways, and trapped animals at local ranches. Debris flows near the Dolan Fire burn scar caused an entire section of Highway 1 near Rat Creek to collapse into the Pacific Ocean. This was an unusually cold system for an Atmospheric River resulting in lower snow levels and allowing for accumulating snow as low as 1300 feet in elevation. Additionally, strong south to southeast winds gusted to 60-70 mph across area peaks with Mt Diablo reaching 80 mph. Valley locations were gusting up to 40 mph. Numerous trees fell across the region including into homes and onto cars. Multiple power outages were also reported. It is estimated that the storm caused millions of dollars in damage across Santa Cruz County https://www.ksbw.com/article/emergency-declaration-made-in-santa-cruz-county-for-millions-in-damages/35400060.  Full storm summary https://www.weather.gov/mtr/AtmosphericRiver_1_26-29_2021.",372
945700,EAST BAY HILLS AND THE DIABLO RANGE (ZONE), ,02/24/2021,1750,Strong Wind,48.00, ,0,0,0,0,CA,PST-8,MG,156519,Z,511,MTR,0,0,Mesonet, , , , , , , , ,02/25/2021,520, , , , ,"Diablo-Blackhawk station (PG&E) measure gusts between 55 and 65 mph with a peak gust of 73 mph.","Building high pressure and a strengthening offshore pressure gradient brought gusty offshore winds to the hills of the Bay Area in late February. Higher elevations saw winds generally between 45 and 65 mph with the areas tallest peaks (Mt St Helena) nearly reaching 80 mph.",373
945720,EAST BAY HILLS AND THE DIABLO RANGE (ZONE), ,02/24/2021,1930,Strong Wind,43.00, ,0,0,0,0,CA,PST-8,MG,156519,Z,511,MTR,0,0,Mesonet, , , , , , , , ,02/25/2021,320, , , , ,"Mt. Alison station (PG&E) reported gusts between 45 and 55 mph with a leak gust of 61 mph.","Building high pressure and a strengthening offshore pressure gradient brought gusty offshore winds to the hills of the Bay Area in late February. Higher elevations saw winds generally between 45 and 65 mph with the areas tallest peaks (Mt St Helena) nearly reaching 80 mph.",374
945735,EAST BAY INTERIOR VALLEYS (ZONE), ,02/24/2021,2150,Strong Wind,39.00, ,0,0,0,0,CA,PST-8,MG,156519,Z,510,MTR,0,0,Mesonet, , , , , , , , ,02/24/2021,2220, , , , ,"Alcosta Boulevard station (PG&E) reported gusts of 45 mph.","Building high pressure and a strengthening offshore pressure gradient brought gusty offshore winds to the hills of the Bay Area in late February. Higher elevations saw winds generally between 45 and 65 mph with the areas tallest peaks (Mt St Helena) nearly reaching 80 mph.",375
945737,EAST BAY INTERIOR VALLEYS (ZONE), ,02/24/2021,2250,Strong Wind,43.00, ,0,0,0,0,CA,PST-8,MG,156519,Z,510,MTR,0,0,Mesonet, , , , , , , , ,02/25/2021,0, , , , ,"Dagnino Rd reported there between 45 and 51 mph.","Building high pressure and a strengthening offshore pressure gradient brought gusty offshore winds to the hills of the Bay Area in late February. Higher elevations saw winds generally between 45 and 65 mph with the areas tallest peaks (Mt St Helena) nearly reaching 80 mph.",376
945724,EAST BAY INTERIOR VALLEYS (ZONE), ,02/25/2021,320,Strong Wind,43.00, ,0,0,0,0,CA,PST-8,MG,156519,Z,510,MTR,0,0,Mesonet, , , , , , , , ,02/25/2021,340, , , , ,"Contra Costa station (PG&E) reported gusts above 45 mph.","Building high pressure and a strengthening offshore pressure gradient brought gusty offshore winds to the hills of the Bay Area in late February. Higher elevations saw winds generally between 45 and 65 mph with the areas tallest peaks (Mt St Helena) nearly reaching 80 mph.",377
947402,ALAMEDA CO.,PIEDMONT,03/10/2021,632,Flood, , ,0,0,0,0,CA,PST-8, ,156774,C,1,MTR,0,0,Law Enforcement,Heavy Rain, , ,2,W,2,SSE,EMERYVILLE,03/10/2021,652,37.823,-122.2654,37.8235,-122.2664,"This roadway flooding occurred at 3601 Telegraph Ave.","A cold upper low moved through the region in early March bringing widespread showers and isolated thunderstorms to the Greater Bay Area. This system caused roadway flooding, debris flows, lightning, and small hail. Snow was also reported on some of the areas peaks throughout the region as snow levels dropped down to 2,000 ft. A mudslide occurred along the River Fire burn scar in Monterey County sending mud and debris into nearby homes.",378
948692,SAN FRANCISCO BAY SHORELINE (ZONE), ,03/15/2021,556,Strong Wind,35.00, ,0,0,0,0,CA,PST-8,MG,156791,Z,508,MTR,0,0,ASOS, , , , , , , , ,03/15/2021,1250, , , , ,"San Francisco Airport ASOS reported wind gusts around 40 mph with a peak gust of 48 mph.","A potent cold front swept through the region bringing showers, small hail, lowering snow levels, and gusty winds along the coast. Observations recorded winds along the coast around 30-45 mph and up to 50 mph in the coastal mountains. Cameras also showed a dusting of snow over some area peaks as snow levels dropped.",379
947502,ALAMEDA CO.,PLEASANTON,03/15/2021,1500,Hail,0.25, ,0,0,0,0,CA,PST-8, ,156791,C,1,MTR,0,0,Trained Spotter, , , ,0,N,0,N,PLEASANTON,03/15/2021,1515,37.67,-121.88,37.67,-121.88,"Spotter reported pea sized hail in north Pleasanton.","A potent cold front swept through the region bringing showers, small hail, lowering snow levels, and gusty winds along the coast. Observations recorded winds along the coast around 30-45 mph and up to 50 mph in the coastal mountains. Cameras also showed a dusting of snow over some area peaks as snow levels dropped.",380
948699,EAST BAY HILLS AND THE DIABLO RANGE (ZONE), ,03/29/2021,2130,Strong Wind,39.00, ,0,0,0,0,CA,PST-8,MG,156942,Z,511,MTR,0,0,Mesonet, , , , , , , , ,03/30/2021,720, , , , ,"Highland Peak Road mesonet reported gusts between 45 and 50 mph with a peak gust of 52 mph.","After a dry cold front moved through the region during the day on the 29th, an associated upper level trough turned winds northerly and strengthened them in the areas hills overnight. Higher elevations saw wind gusts between 40 and 50 mph with a peak gust of 75 mph on Mt. St. Helena.",381
948698,EAST BAY HILLS AND THE DIABLO RANGE (ZONE), ,03/30/2021,345,Strong Wind,41.00, ,0,0,0,0,CA,PST-8,MG,156942,Z,511,MTR,0,0,RAWS, , , , , , , , ,03/30/2021,445, , , , ,"Los Vaqueros RAWS station measured gusts.","After a dry cold front moved through the region during the day on the 29th, an associated upper level trough turned winds northerly and strengthened them in the areas hills overnight. Higher elevations saw wind gusts between 40 and 50 mph with a peak gust of 75 mph on Mt. St. Helena.",382
